2023-08-07,16:10:38,-1.2527923583984375,564,304,108.73361945598978,
2023-08-07,16:10:40,-1.397876501083374,736,509,62.95236294214857,Down
2023-08-07,16:10:40,-1.5321388244628906,742,517,72.15261603018979,Down
2023-08-07,16:10:40,-1.655470848083496,725,521,55.58776843874919,Down
2023-08-07,16:10:40,-1.7540559768676758,704,524,33.06055050963308,Down
2023-08-07,16:10:40,-1.8526279926300049,692,524,22.561028345356956,Down
2023-08-07,16:10:40,-1.967897653579712,688,526,18.681541692269406,Down
2023-08-07,16:10:40,-2.146009683609009,687,532,18.520259177452132,Down
2023-08-07,16:10:41,-2.270756959915161,691,528,23.727621035409346,Down
2023-08-07,16:10:41,-2.444369316101074,694,527,27.331300737432898,Down
2023-08-07,16:10:41,-2.6025216579437256,694,527,27.331300737432898,Down
2023-08-07,16:10:41,-2.744220495223999,693,526,26.1725046566048,Down
2023-08-07,16:10:41,-2.874354839324951,692,529,24.919871588754223,Down
2023-08-07,16:10:41,-3.0069046020507812,691,528,23.727621035409346,Down
2023-08-07,16:10:41,-3.0995404720306396,691,525,22.561028345356956,Down
2023-08-07,16:10:41,-3.2048099040985107,732,520,68.044103344816,Down
2023-08-07,16:10:42,-3.296191453933716,821,435,159.42082674481398,
2023-08-07,16:10:42,-3.403327465057373,837,405,175.55910685578235,
2023-08-07,16:10:42,-3.479954957962036,904,339,246.81774652564997,Right
2023-08-07,16:10:42,-3.5709686279296875,916,328,261.8472837361503,Right
2023-08-07,16:10:42,-3.7031116485595703,911,294,263.9052860402762,Right
2023-08-07,16:10:42,-3.813189744949341,899,285,259.9153708421262,Right
2023-08-07,16:10:42,-3.915919303894043,895,293,264.89998112495215,Right
2023-08-07,16:10:42,-4.01673698425293,891,295,267.89736840812753,Right
2023-08-07,16:10:42,-4.1061601638793945,877,301,265.8853136222458,Right
2023-08-07,16:10:42,-4.200826406478882,869,302,272.8864232606672,Right
2023-08-07,16:10:43,-4.302192687988281,866,303,273.8850123683295,Right
2023-08-07,16:10:43,-4.759944200515747,864,311,262.8782988380745,Right
2023-08-07,16:10:43,-4.871244192123413,863,314,259.8788179132728,Right
2023-08-07,16:10:43,-4.972104549407959,864,315,251.87893917515217,Right
2023-08-07,16:10:43,-5.064643621444702,864,313,237.8781200531062,Right
2023-08-07,16:10:43,-5.1547160148620605,863,312,233.88031127053,Right
2023-08-07,16:10:44,-5.259558916091919,863,313,229.87822863420539,Right
2023-08-07,16:10:44,-5.345105171203613,862,313,225.8782858089728,Right
2023-08-07,16:10:44,-5.452550172805786,862,314,224.8777445635739,Right
2023-08-07,16:10:44,-5.53954815864563,863,310,224.88663810907042,Right
2023-08-07,16:10:44,-5.648981809616089,866,306,225.8982071642004,Right
2023-08-07,16:10:44,-5.732530832290649,869,271,226.9757696319147,Right
2023-08-07,16:10:44,-5.83907151222229,868,253,226.01327394646538,Right
2023-08-07,16:10:44,-5.9436516761779785,853,165,211.2155297320725,Right
2023-08-07,16:10:44,-6.0382184982299805,836,130,194.31675172254194,Right
