2023-08-07,12:56:37,912,694
2023-08-07,12:56:37,901,696
2023-08-07,12:56:38,890,705
2023-08-07,12:56:38,899,705
2023-08-07,12:56:38,902,699
2023-08-07,12:56:38,914,691
2023-08-07,12:56:38,920,647
2023-08-07,12:56:38,921,627
2023-08-07,12:56:38,920,607
2023-08-07,12:56:38,920,599
2023-08-07,12:56:38,914,581
2023-08-07,12:56:38,893,520
2023-08-07,12:56:38,899,475
2023-08-07,12:56:38,886,417
2023-08-07,12:56:38,859,429
2023-08-07,12:56:38,854,438
2023-08-07,12:56:39,856,443
2023-08-07,12:56:39,839,437
2023-08-07,12:56:39,832,434
2023-08-07,12:56:39,825,429
2023-08-07,12:56:39,819,440
2023-08-07,12:56:39,812,447
2023-08-07,12:56:39,792,466
2023-08-07,12:56:39,781,518
2023-08-07,12:56:39,778,536
2023-08-07,12:56:39,775,551
2023-08-07,12:56:39,784,583
2023-08-07,12:56:39,805,597
2023-08-07,12:56:39,939,615
2023-08-07,12:56:39,946,622
2023-08-07,12:56:40,970,613
2023-08-07,12:56:40,1030,597
2023-08-07,12:56:40,1053,590
2023-08-07,12:56:40,1095,587
2023-08-07,12:56:40,1111,591
2023-08-07,12:56:40,1091,596
2023-08-07,12:56:40,1089,615
2023-08-07,12:56:40,1087,623
2023-08-07,12:56:40,1065,681
2023-08-07,12:56:40,1066,734
2023-08-07,12:56:40,1074,763
2023-08-07,12:56:40,1073,775
2023-08-07,12:56:40,1056,827
2023-08-07,12:56:40,942,870
2023-08-07,12:56:40,898,843
2023-08-07,12:56:41,430,162
2023-08-07,12:56:42,728,622
2023-08-07,12:56:43,728,653
2023-08-07,12:56:43,703,663
2023-08-07,12:56:43,678,675
2023-08-07,12:56:43,667,675
2023-08-07,12:56:43,669,673
2023-08-07,12:56:43,648,676
2023-08-07,12:56:43,634,674
2023-08-07,12:56:43,617,682
2023-08-07,12:56:43,621,688
2023-08-07,12:56:43,609,688
2023-08-07,12:56:43,610,687
2023-08-07,12:56:43,605,673
2023-08-07,12:56:43,600,673
2023-08-07,12:56:43,594,677
2023-08-07,12:56:43,589,674
2023-08-07,12:56:44,577,684
2023-08-07,12:56:44,561,682
2023-08-07,12:56:44,575,665
2023-08-07,12:56:44,568,665
2023-08-07,12:56:44,564,664
2023-08-07,12:56:44,557,672
2023-08-07,12:56:44,545,680
2023-08-07,12:56:44,549,684
2023-08-07,12:56:44,541,683
2023-08-07,12:56:44,530,682
2023-08-07,12:56:44,535,673
2023-08-07,12:56:44,537,668
2023-08-07,12:56:44,539,670
2023-08-07,12:56:44,539,675
2023-08-07,12:56:44,537,676
2023-08-07,12:56:44,528,668
2023-08-07,12:56:45,527,674
2023-08-07,12:56:45,528,684
2023-08-07,12:56:45,529,685
2023-08-07,12:56:45,527,688
2023-08-07,12:56:45,521,680
2023-08-07,12:56:45,537,681
2023-08-07,12:56:45,647,622
2023-08-07,12:56:45,745,586
2023-08-07,12:56:45,650,665
2023-08-07,12:56:45,611,700
2023-08-07,12:56:45,560,732
2023-08-07,12:56:45,562,726
2023-08-07,12:56:45,549,734
2023-08-07,12:56:45,540,737
2023-08-07,12:56:45,543,732
2023-08-07,12:56:46,544,730
2023-08-07,12:56:46,535,744
2023-08-07,12:56:46,557,745
2023-08-07,12:56:46,567,742
2023-08-07,12:56:46,618,752
2023-08-07,12:56:46,564,771
2023-08-07,12:56:46,573,768
2023-08-07,12:56:46,568,779
2023-08-07,12:56:46,521,807
2023-08-07,12:56:46,522,738
2023-08-07,12:56:46,517,607
2023-08-07,12:56:46,557,633
2023-08-07,12:56:46,482,445
2023-08-07,12:56:46,472,651
2023-08-07,12:56:47,416,706
2023-08-07,12:56:47,443,702
2023-08-07,12:56:47,446,699
2023-08-07,12:56:47,643,774
2023-08-07,12:56:47,612,160
2023-08-07,12:56:47,680,101
2023-08-07,12:56:47,418,685
2023-08-07,12:56:47,436,644
2023-08-07,12:56:47,434,645
2023-08-07,12:56:47,446,589
2023-08-07,12:56:48,447,612
2023-08-07,12:56:48,473,475
2023-08-07,12:56:48,489,448
2023-08-07,12:56:48,477,566
2023-08-07,12:56:48,469,614
2023-08-07,12:56:48,557,361
2023-08-07,12:56:48,570,341
2023-08-07,12:56:48,543,388
2023-08-07,12:56:48,500,569
2023-08-07,12:56:48,438,621
2023-08-07,12:56:48,437,623
2023-08-07,12:56:48,618,217
2023-08-07,12:56:48,652,194
2023-08-07,12:56:48,672,192
2023-08-07,12:56:49,691,190
2023-08-07,12:56:49,690,193
2023-08-07,12:56:49,681,179
2023-08-07,12:56:49,692,158
2023-08-07,12:56:49,683,174
2023-08-07,12:56:49,675,202
2023-08-07,12:56:49,672,209
2023-08-07,12:56:49,667,208
2023-08-07,12:56:49,665,215
2023-08-07,12:56:49,671,167
2023-08-07,12:56:49,725,180
2023-08-07,12:56:49,586,439
2023-08-07,12:56:49,606,384
2023-08-07,12:56:49,525,597
2023-08-07,12:56:49,505,615
2023-08-07,12:56:50,499,660
2023-08-07,12:56:50,520,582
2023-08-07,12:56:50,577,368
2023-08-07,12:56:50,533,471
2023-08-07,12:56:50,536,463
2023-08-07,12:56:50,486,620
2023-08-07,12:56:50,355,781
2023-08-07,12:56:50,419,653
2023-08-07,12:56:50,310,674
2023-08-07,12:56:50,227,667
2023-08-07,12:56:50,210,745
2023-08-07,12:56:50,280,787
2023-08-07,12:56:50,315,761
2023-08-07,12:56:50,307,773
2023-08-07,12:56:51,318,736
2023-08-07,12:56:51,526,601
2023-08-07,12:56:51,467,646
2023-08-07,12:56:51,711,610
2023-08-07,12:56:51,630,470
2023-08-07,12:56:51,637,497
2023-08-07,12:56:51,461,509
2023-08-07,12:56:51,804,528
2023-08-07,12:56:51,542,553
2023-08-07,12:56:51,804,531
2023-08-07,12:56:51,460,577
2023-08-07,12:56:51,564,578
2023-08-07,12:56:51,820,554
2023-08-07,12:56:51,806,545
2023-08-07,12:56:52,840,545
2023-08-07,12:56:52,853,545
2023-08-07,12:56:52,865,546
2023-08-07,12:56:52,846,542
2023-08-07,12:56:52,858,544
2023-08-07,12:56:52,871,541
2023-08-07,12:56:52,890,539
2023-08-07,12:56:52,890,538
2023-08-07,12:56:52,889,538
2023-08-07,12:56:52,888,538
2023-08-07,12:56:52,881,538
2023-08-07,12:56:52,888,539
2023-08-07,12:56:52,885,539
2023-08-07,12:56:52,884,539
2023-08-07,12:56:53,895,540
2023-08-07,12:56:53,898,543
2023-08-07,12:56:53,902,541
2023-08-07,12:56:53,914,536
2023-08-07,12:56:53,943,500
2023-08-07,12:56:53,967,428
2023-08-07,12:56:53,973,421
2023-08-07,12:56:53,959,386
2023-08-07,12:56:53,953,385
2023-08-07,12:56:53,951,386
2023-08-07,12:56:53,949,389
2023-08-07,12:56:53,961,378
2023-08-07,12:56:53,965,378
2023-08-07,12:56:53,966,360
2023-08-07,12:56:54,969,346
2023-08-07,12:56:54,970,346
2023-08-07,12:56:54,971,324
2023-08-07,12:56:54,973,316
2023-08-07,12:56:54,974,316
2023-08-07,12:56:54,975,306
2023-08-07,12:56:54,974,282
2023-08-07,12:56:54,974,280
2023-08-07,12:56:54,972,270
2023-08-07,12:56:54,966,252
2023-08-07,12:56:54,961,248
2023-08-07,12:56:54,960,242
2023-08-07,12:56:54,959,243
2023-08-07,12:56:54,959,247
2023-08-07,12:56:55,959,243
2023-08-07,12:56:55,959,233
2023-08-07,12:56:55,950,209
2023-08-07,12:56:55,938,192
2023-08-07,12:56:55,920,177
2023-08-07,12:56:55,899,164
2023-08-07,12:56:55,889,158
2023-08-07,12:56:55,892,159
2023-08-07,12:56:55,901,162
2023-08-07,12:56:55,913,168
2023-08-07,12:56:55,930,168
2023-08-07,12:56:55,936,171
2023-08-07,12:56:55,949,194
2023-08-07,12:56:55,951,206
2023-08-07,12:56:55,953,209
2023-08-07,12:56:55,952,211
2023-08-07,12:56:56,956,213
2023-08-07,12:56:56,967,213
2023-08-07,12:56:56,973,217
2023-08-07,12:56:56,988,236
2023-08-07,12:56:56,1000,255
2023-08-07,12:56:56,1003,270
2023-08-07,12:56:56,1017,322
2023-08-07,12:56:56,1023,328
2023-08-07,12:56:56,1025,350
2023-08-07,12:56:56,1025,395
2023-08-07,12:56:56,1027,420
2023-08-07,12:56:56,1026,481
2023-08-07,12:56:56,1023,511
2023-08-07,12:56:57,1016,547
2023-08-07,12:56:57,1003,564
2023-08-07,12:56:57,999,565
2023-08-07,12:56:57,983,591
2023-08-07,12:56:57,977,600
2023-08-07,12:56:57,967,608
2023-08-07,12:56:57,961,614
2023-08-07,12:56:57,953,623
2023-08-07,12:56:57,918,656
2023-08-07,12:56:57,913,661
2023-08-07,12:56:57,825,695
2023-08-07,12:56:57,819,702
2023-08-07,12:56:57,712,704
2023-08-07,12:56:58,665,703
2023-08-07,12:56:58,604,690
2023-08-07,12:56:58,521,676
2023-08-07,12:56:58,494,614
2023-08-07,12:56:58,459,527
2023-08-07,12:56:58,439,487
2023-08-07,12:56:58,430,446
2023-08-07,12:56:58,413,347
2023-08-07,12:56:58,401,334
2023-08-07,12:56:58,400,301
2023-08-07,12:56:58,396,299
2023-08-07,12:56:58,413,296
2023-08-07,12:56:58,420,294
2023-08-07,12:56:58,418,292
2023-08-07,12:56:59,415,287
2023-08-07,12:56:59,415,284
2023-08-07,12:56:59,411,284
2023-08-07,12:56:59,419,273
2023-08-07,12:56:59,423,262
2023-08-07,12:56:59,426,246
2023-08-07,12:56:59,427,234
2023-08-07,12:56:59,443,190
2023-08-07,12:56:59,452,175
2023-08-07,12:56:59,470,159
2023-08-07,12:56:59,483,142
2023-08-07,12:56:59,489,143
2023-08-07,12:56:59,516,115
2023-08-07,12:57:00,526,95
2023-08-07,12:57:00,542,83
2023-08-07,12:57:00,552,69
2023-08-07,12:57:00,565,62
2023-08-07,12:57:00,591,52
2023-08-07,12:57:00,605,45
2023-08-07,12:57:00,640,42
2023-08-07,12:57:00,646,44
2023-08-07,12:57:00,687,47
2023-08-07,12:57:00,712,46
2023-08-07,12:57:00,714,45
2023-08-07,12:57:00,753,47
2023-08-07,12:57:00,784,50
2023-08-07,12:57:01,830,52
2023-08-07,12:57:01,852,65
2023-08-07,12:57:01,883,80
2023-08-07,12:57:01,950,140
2023-08-07,12:57:01,984,183
2023-08-07,12:57:01,1023,352
2023-08-07,12:57:01,1019,362
2023-08-07,12:57:01,1020,425
2023-08-07,12:57:01,945,646
2023-08-07,12:57:01,784,696
2023-08-07,12:57:01,784,711
2023-08-07,12:57:01,804,732
2023-08-07,12:57:01,824,729
2023-08-07,12:57:01,833,744
2023-08-07,12:57:02,856,743
2023-08-07,12:57:02,867,750
2023-08-07,12:57:02,866,764
2023-08-07,12:57:02,859,772
2023-08-07,12:57:02,798,774
2023-08-07,12:57:02,770,778
2023-08-07,12:57:02,686,754
2023-08-07,12:57:02,642,749
2023-08-07,12:57:02,636,750
2023-08-07,12:57:02,640,754
2023-08-07,12:57:02,674,786
2023-08-07,12:57:02,676,798
2023-08-07,12:57:02,684,816
2023-08-07,12:57:03,673,840
2023-08-07,12:57:03,680,815
2023-08-07,12:57:03,683,832
2023-08-07,12:57:03,668,825
2023-08-07,12:57:03,658,852
2023-08-07,12:57:03,579,723
